STATION,DATE,YEAR,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72750304909,2/23/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",29.8,24,20.3,24,9999.9,0,965.9,24,10,24,1.7,24,7,,33.8,*,24.8,*,99.99, ,999.9,1000
72750304909,2/24/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",26,17,16.9,17,9999.9,0,973.3,17,8.7,17,2.5,17,17.1,26,30.2,*,21.2,*,99.99, ,999.9,1000
72750304909,2/27/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",25.7,10,13.6,10,9999.9,0,993.3,9,10,10,6.9,10,14,19,28.4,*,19.4,*,99.99, ,999.9,1000
72750304909,2/28/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",26.4,24,17,24,9999.9,0,988.7,24,9.4,24,3.8,24,9.9,,33.8,*,21.2,*,99.99, ,999.9,1000
72750304909,2/29/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",30.9,24,24.8,24,9999.9,0,964.9,24,3.4,24,8.2,24,14,21,33.8,*,28.4,*,99.99, ,999.9,1000
72750304909,3/1/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",31.8,24,23.4,24,9999.9,0,972.8,18,10,24,2.9,24,7,,37.4,*,28.4,*,0,I,999.9,0
72750304909,3/2/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",31,24,23.7,24,9999.9,0,970.5,24,5.3,24,3.1,24,9.9,15.9,35.6,*,26.6,*,99.99, ,999.9,1000
72750304909,3/3/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",24.4,24,16.1,24,9999.9,0,968.9,24,8.3,24,8,24,14,21,28.4,*,17.6,*,99.99, ,999.9,1000
72750304909,3/4/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",15,24,5.9,24,9999.9,0,976.7,24,10,24,2.8,24,8,,26.6,*,1.4,*,99.99, ,999.9,1000
72750304909,3/5/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",17,24,8.9,24,9999.9,0,983.8,24,9.3,24,3.3,24,15.9,19,33.8,*,1.4,*,99.99, ,999.9,1000
72750304909,3/6/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",34.8,24,24,24,9999.9,0,972,24,10,24,6.2,24,12,17.1,51.8,*,28.4,*,0,I,999.9,0
72750304909,3/7/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",39.6,24,31.4,24,9999.9,0,967.2,24,8.3,24,4.3,24,11.1,15,46.4,*,32,*,99.99, ,999.9,10000
72750304909,3/8/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",26.2,24,16.5,24,9999.9,0,981.5,24,9.3,24,7.3,24,21,28.9,35.6,*,17.6,*,99.99, ,999.9,1000
72750304909,3/9/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",19.7,24,6.3,24,9999.9,0,995.1,24,10,24,7,24,18.1,26,30.2,*,8.6,*,0,I,999.9,0
72750304909,3/10/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",38.5,24,23.4,24,9999.9,0,981.6,24,10,24,8.2,24,12,18.1,57.2,*,28.4,*,0,I,999.9,0
72750304909,3/11/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",50.4,24,35.3,24,9999.9,0,978.3,24,10,24,6.8,24,12,15.9,64.4,*,41,*,0,I,999.9,0
72750304909,3/12/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",48.2,24,38.1,24,9999.9,0,971.2,24,7.6,24,3.9,24,11.1,22.9,55.4,*,42.8,*,99.99, ,999.9,10000
72750304909,3/13/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",46.6,24,34.1,24,9999.9,0,977.9,24,9.6,24,4,24,9.9,,62.6,*,32,*,0,I,999.9,0
72750304909,3/14/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",55.8,24,41.7,24,9999.9,0,974.1,24,10,24,5.3,24,8,,69.8,*,46.4,*,0,I,999.9,0
72750304909,3/15/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",50.7,24,31.2,24,9999.9,0,980.4,24,10,24,3.1,24,8,,64.4,*,37.4,*,0,I,999.9,0
72750304909,3/16/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",52.5,24,36.7,24,9999.9,0,979,24,10,24,3,24,11.1,15,78.8,*,35.6,*,0,I,999.9,0
72750304909,3/17/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",66.7,24,54.6,24,9999.9,0,973.7,24,9.4,24,7.6,24,17.1,22.9,78.8,*,55.4,*,0,I,999.9,0
72750304909,3/18/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",69.2,24,55.8,24,9999.9,0,972.7,24,10,24,8.4,24,20,27,78.8,*,60.8,*,0,I,999.9,0
72750304909,3/19/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",69.3,24,56.4,24,9999.9,0,971.1,24,10,24,8.7,24,15,24.1,77,*,62.6,*,0,I,999.9,0
72750304909,3/20/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",60.7,24,52,24,9999.9,0,973.5,24,9.8,24,5.6,24,12,19,71.6,*,53.6,*,99.99, ,999.9,10010
72750304909,3/21/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",55.2,24,47.8,24,9999.9,0,979.5,24,7.9,24,2,24,8,14,60.8,*,51.8,*,99.99, ,999.9,10000
72750304909,3/22/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",55.7,24,48.5,24,9999.9,0,983.3,24,8.8,24,2.1,24,7,,62.6,*,51.8,*,99.99, ,999.9,10000
72750304909,3/23/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58.3,24,50.8,24,9999.9,0,979.8,24,6.4,24,2.1,24,7,,66.2,*,53.6,*,99.99, ,999.9,10000
72750304909,3/24/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",53,24,44.9,24,9999.9,0,979.1,24,4.8,24,2.7,24,8,,68,*,44.6,*,0,I,999.9,0
72750304909,3/25/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",46.3,24,34.5,24,9999.9,0,985.4,24,10,24,5.5,24,9.9,15,66.2,*,35.6,*,0,I,999.9,0
72750304909,3/26/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",39.9,24,25.3,24,9999.9,0,989.4,24,10,24,7.5,24,14,22,51.8,*,33.8,*,99.99, ,999.9,11000
72750304909,3/27/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",50.1,24,35.5,24,9999.9,0,972.5,24,10,24,13.8,24,20,32.1,68,*,39.2,*,99.99, ,999.9,10010
72750304909,3/28/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",45.9,24,33.6,24,9999.9,0,977.5,24,10,24,8.4,24,18.1,25.1,53.6,*,37.4,*,0,I,999.9,0
72750304909,3/29/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",42,17,30.5,17,9999.9,0,983.2,17,10,17,2.9,17,9.9,17.1,55.4,*,35.6,*,0,I,999.9,0
72750304909,3/30/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",44.6,11,35.1,11,9999.9,0,975.3,11,10,11,2.5,11,5.1,,50,*,39.2,*,0,I,999.9,0
72750304909,3/31/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",44.1,24,36.3,24,9999.9,0,975.5,24,7,24,5.3,24,11.1,14,50,*,39.2,*,0,I,999.9,0
72750304909,4/1/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",51.4,24,40.9,24,9999.9,0,971.1,19,5.8,24,4,24,13,19,66.2,*,44.6,*,0,I,999.9,0
72750304909,4/2/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",57.1,24,39.9,24,9999.9,0,971.8,24,10,24,9.4,24,14,21,64.4,*,48.2,*,0,I,999.9,0
72750304909,4/3/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",52.9,24,38.1,24,9999.9,0,980.1,24,10,24,8.1,24,12,19,64.4,*,44.6,*,0,I,999.9,0
72750304909,4/4/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",49,24,30.5,24,9999.9,0,983.1,24,10,24,2.7,24,8,,62.6,*,28.4,*,0,I,999.9,0
72750304909,4/5/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",47.7,24,29.5,24,9999.9,0,983.9,24,10,24,4.7,24,8,15,60.8,*,33.8,*,0,I,999.9,0
72750304909,4/6/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",44.9,24,28.2,24,9999.9,0,987.7,24,10,24,4.6,24,13,21,60.8,*,26.6,*,0,I,999.9,0
72750304909,4/7/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",49.2,24,34.8,24,9999.9,0,982.8,24,9.6,24,6.5,24,15.9,22.9,55.4,*,44.6,*,99.99, ,999.9,10000
72750304909,4/8/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",47.9,24,29.5,24,9999.9,0,985.3,24,10,24,6.6,24,18.1,28,60.8,*,35.6,*,0,I,999.9,0
72750304909,4/9/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",41.6,24,23.8,24,9999.9,0,983.7,24,10,24,9.5,24,19,29.9,55.4,*,33.8,*,0,I,999.9,0
72750304909,4/10/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",31.2,24,17.4,24,9999.9,0,987.3,24,10,24,5.9,24,13,20,39.2,*,21.2,*,99.99, ,999.9,1000
72750304909,4/11/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",34.9,24,20.4,24,9999.9,0,991.6,24,10,24,3.7,24,8,,53.6,*,21.2,*,0,I,999.9,0
72750304909,4/12/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",43.2,24,27.6,24,9999.9,0,986.6,24,10,24,2.4,24,9.9,15,62.6,*,24.8,*,0,I,999.9,0
72750304909,4/13/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",51.1,24,34.3,24,9999.9,0,979.1,24,9.7,24,8.7,24,18.1,27,57.2,*,46.4,*,99.99, ,999.9,10000
72750304909,4/14/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",57.1,24,43.9,24,9999.9,0,972.4,24,9.5,24,8,24,15,22.9,73.4,*,44.6,*,99.99, ,999.9,10000
72750304909,4/15/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",56,24,45.7,24,9999.9,0,965.6,24,8.1,24,5,24,13,25.1,69.8,*,44.6,*,99.99, ,999.9,10010
72750304909,4/16/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",37.8,24,30.4,24,9999.9,0,966.7,24,8.1,24,10.7,24,17.1,31.1,46.4,*,30.2,*,99.99, ,999.9,11010
72750304909,4/17/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",37.6,24,27.2,24,9999.9,0,987.9,24,9.9,24,2.9,24,9.9,14,57.2,*,24.8,*,0,I,999.9,0
72750304909,4/18/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",53.1,24,42,24,9999.9,0,978.1,24,9.7,24,9.6,24,15,22.9,60.8,*,46.4,*,99.99, ,999.9,10010
72750304909,4/19/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",43.5,24,31.5,24,9999.9,0,981.9,24,10,24,4,24,9.9,19,50,*,37.4,*,0,I,999.9,0
72750304909,4/20/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",43,24,27.3,24,9999.9,0,982.2,24,10,24,4.3,24,8.9,15,57.2,*,28.4,*,0,I,999.9,0
72750304909,4/21/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",45.8,24,32.5,24,9999.9,0,980.1,24,10,24,4.5,24,9.9,15,53.6,*,42.8,*,99.99, ,999.9,10000
72750304909,4/22/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",43.9,24,34.7,24,9999.9,0,984.5,24,9.8,24,4,24,7,,51.8,*,37.4,*,99.99, ,999.9,10000
72750304909,4/23/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",45.6,24,34.2,24,9999.9,0,986,24,9.4,24,1.2,24,8.9,,64.4,*,30.2,*,0,I,999.9,0
72750304909,4/24/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",56.8,24,40.6,24,9999.9,0,973.7,24,10,24,1.8,24,6,,71.6,*,46.4,*,99.99, ,999.9,10000
72750304909,4/25/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",59.8,24,43.6,24,9999.9,0,967.9,24,10,24,5.2,24,11.1,18.1,71.6,*,50,*,99.99, ,999.9,10000
72750304909,4/26/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",50,24,35.1,24,9999.9,0,980,24,10,24,5.3,24,12,20,68,*,39.2,*,99.99, ,999.9,10000
72750304909,4/27/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",45.2,24,28.7,24,9999.9,0,986.5,24,10,24,4,24,13,18.1,57.2,*,30.2,*,0,I,999.9,0
72750304909,4/28/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",47.3,24,30,24,9999.9,0,984,24,10,24,7.5,24,14,20,55.4,*,44.6,*,99.99, ,999.9,10000
72750304909,4/29/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",49.6,24,37,24,9999.9,0,987.3,24,10,24,4.5,24,15,19,60.8,*,37.4,*,99.99, ,999.9,10000
72750304909,4/30/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",51.4,24,39.9,24,9999.9,0,979.5,24,8.6,24,4.2,24,11.1,15.9,62.6,*,42.8,*,99.99, ,999.9,10000
72750304909,5/1/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58.1,24,47.8,24,9999.9,0,971.7,18,8.7,24,7.4,24,21,26,71.6,*,51.8,*,99.99, ,999.9,10010
72750304909,5/2/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",64.5,24,54,24,9999.9,0,970.1,24,9.2,24,4.8,24,20,38.1,78.8,*,55.4,*,99.99, ,999.9,10010
72750304909,5/3/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",64.6,24,53.8,24,9999.9,0,973.9,24,9.6,24,3.5,24,13,18.1,75.2,*,55.4,*,99.99, ,999.9,10010
72750304909,5/4/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58,24,46.9,24,9999.9,0,980.5,24,10,24,6.4,24,12,18.1,71.6,*,48.2,*,99.99, ,999.9,10000
72750304909,5/5/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",52.9,24,43.3,24,9999.9,0,981,24,9.8,24,5.4,24,11.1,17.1,59,*,48.2,*,99.99, ,999.9,10010
72750304909,5/6/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",53.5,24,46.1,24,9999.9,0,980.3,24,9.1,24,4.5,24,15,22.9,60.8,*,46.4,*,99.99, ,999.9,10010
72750304909,5/7/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",56.5,24,45.6,24,9999.9,0,979.4,24,8.7,24,4.7,24,15,22,64.4,*,48.2,*,0,I,999.9,0
72750304909,5/8/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",53.5,24,41.9,24,9999.9,0,976.6,24,9.9,24,4.1,24,12,19,60.8,*,48.2,*,99.99, ,999.9,10000
72750304909,5/9/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",53,24,41.1,24,9999.9,0,981.2,24,9.9,24,2.7,24,7,,64.4,*,42.8,*,99.99, ,999.9,10000
72750304909,5/10/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",56.1,24,41.6,24,9999.9,0,978.7,24,9.9,24,4.4,24,12,17.1,71.6,*,39.2,*,0,I,999.9,0
72750304909,5/11/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",62.2,24,46.7,24,9999.9,0,977.5,24,10,24,6.4,24,15,22,69.8,*,55.4,*,99.99, ,999.9,10000
72750304909,5/12/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",54.8,24,39.1,24,9999.9,0,990.2,24,9.9,24,1.7,24,8.9,15,68,*,39.2,*,0,I,999.9,0
72750304909,5/13/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58.6,24,40.3,24,9999.9,0,988.5,24,10,24,3.4,24,12,21,73.4,*,39.2,*,0,I,999.9,0
72750304909,5/14/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",67.9,24,47.8,24,9999.9,0,980.7,24,10,24,4.9,24,11.1,15.9,84.2,*,53.6,*,0,I,999.9,0
72750304909,5/15/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",68,24,47,24,9999.9,0,976.6,24,10,24,7.1,24,15,22.9,82.4,*,60.8,*,0,I,999.9,0
72750304909,5/16/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",54.6,24,37.6,24,9999.9,0,984.7,24,10,24,2.8,24,12,17.1,69.8,*,35.6,*,0,I,999.9,0
72750304909,5/17/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",63.2,24,44.2,24,9999.9,0,978.9,24,10,24,6.4,24,21,27,82.4,*,53.6,*,0,I,999.9,0
72750304909,5/18/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",77.1,24,56.2,24,9999.9,0,972.7,24,10,24,11.2,24,20,28,93.2,*,64.4,*,0,I,999.9,0
72750304909,5/19/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",78.1,24,58.5,24,9999.9,0,973.4,24,10,24,8.9,24,17.1,26,86,*,66.2,*,99.99, ,999.9,10000
72750304909,5/20/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",56.3,24,48.2,24,9999.9,0,978.5,24,8,24,8.6,24,15,28,66.2,*,50,*,99.99, ,999.9,10010
72750304909,5/21/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",56.1,24,42.3,24,9999.9,0,987.5,24,9.6,24,1.6,24,7,,73.4,*,41,*,0,I,999.9,0
72750304909,5/22/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",67.7,24,48.6,24,9999.9,0,980,24,10,24,8.8,24,18.1,24.1,84.2,*,57.2,*,0,I,999.9,0
72750304909,5/23/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",69.8,24,53.6,24,9999.9,0,967.7,24,9.9,24,6.7,24,13,25.1,82.4,*,60.8,*,99.99, ,999.9,10010
72750304909,5/24/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",59.7,24,53.2,24,9999.9,0,963.4,24,9.2,24,4.1,24,12,19,62.6,*,55.4,*,99.99, ,999.9,10010
72750304909,5/25/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",57.6,24,45.2,24,9999.9,0,975.8,24,10,24,5.4,24,8.9,15.9,66.2,*,50,*,99.99, ,999.9,10000
72750304909,5/26/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58,24,48.8,24,9999.9,0,983.6,24,10,24,2.4,24,15,21,64.4,*,53.6,*,99.99, ,999.9,10010
72750304909,5/27/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",66.5,24,56.8,24,9999.9,0,974.6,24,9.3,24,5.9,24,14,18.1,87.8,*,55.4,*,99.99, ,999.9,10010
72750304909,5/28/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",69.7,24,59.7,24,9999.9,0,969.1,24,9,24,6.8,24,25.1,42.9,84.2,*,60.8,*,99.99, ,999.9,10010
72750304909,5/29/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58.4,24,45,24,9999.9,0,973,24,10,24,8.3,24,15.9,25.1,68,*,51.8,*,99.99, ,999.9,10000
72750304909,5/30/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",51.8,24,39.2,24,9999.9,0,980.2,24,10,24,6.3,24,12,18.1,57.2,*,44.6,*,99.99, ,999.9,10000
72750304909,5/31/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",54.3,24,41.4,24,9999.9,0,982.1,24,10,24,1.7,24,6,,64.4,*,44.6,*,0,I,999.9,0
72750304909,6/1/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",55.8,24,41.5,24,9999.9,0,977.9,18,10,24,1.2,24,7,,69.8,*,39.2,*,0,I,999.9,0
72750304909,6/2/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",61.1,24,45.2,24,9999.9,0,973.3,24,10,24,3.5,24,11.1,22.9,73.4,*,44.6,*,0,I,999.9,0
72750304909,6/3/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",64.6,24,50.8,24,9999.9,0,974.1,24,10,24,1.9,24,7,,77,*,48.2,*,0,I,999.9,0
72750304909,6/4/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",68.2,24,54.4,24,9999.9,0,977.3,24,10,24,1,24,6,,80.6,*,53.6,*,99.99, ,999.9,10000
72750304909,6/5/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",68.8,24,54.3,24,9999.9,0,980.8,24,9.3,24,2.2,24,6,,82.4,*,55.4,*,0,I,999.9,0
72750304909,6/6/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",70.7,24,56.1,24,9999.9,0,981.9,24,10,24,3.6,24,13,19,80.6,*,62.6,*,0,I,999.9,0
72750304909,6/7/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",70.4,24,57.1,24,9999.9,0,983.1,24,10,24,4,24,8.9,14,82.4,*,60.8,*,99.99, ,999.9,10000
72750304909,6/8/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",74.6,24,60.2,24,9999.9,0,978.4,24,10,24,5.3,24,11.1,15,84.2,*,66.2,*,0,I,999.9,0
72750304909,6/9/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",80.3,24,61,24,9999.9,0,971.9,24,10,24,7.4,24,18.1,22,91.4,*,69.8,*,0,I,999.9,0
72750304909,6/10/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",81.7,24,62,24,9999.9,0,969.9,24,10,24,11.1,24,25.1,35,93.2,*,69.8,*,0,I,999.9,0
72750304909,6/11/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",67.3,24,55.3,24,9999.9,0,971.9,24,9.9,24,8.6,24,18.1,33,87.8,*,59,*,99.99, ,999.9,10010
72750304909,6/12/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",55.8,24,41.8,24,9999.9,0,983.2,24,10,24,7.9,24,19,26,66.2,*,46.4,*,0,I,999.9,0
72750304909,6/13/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",58.9,24,46.4,24,9999.9,0,983.8,24,9.6,24,3.7,24,12,19,69.8,*,48.2,*,99.99, ,999.9,10000
72750304909,6/14/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",62.1,24,50.9,24,9999.9,0,976.8,24,10,24,8,24,15,22.9,69.8,*,55.4,*,99.99, ,999.9,10010
72750304909,6/15/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",69,24,57.7,24,9999.9,0,978.8,24,9.2,24,4.3,24,12,15.9,80.6,*,57.2,*,0,I,999.9,0
72750304909,6/16/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",69.1,24,59.2,24,9999.9,0,978.3,24,9.5,24,2.5,24,14,21,77,*,60.8,*,99.99, ,999.9,10010
72750304909,6/17/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",65.8,24,52.8,24,9999.9,0,974.5,24,10,24,4.2,24,18.1,19,75.2,*,57.2,*,99.99, ,999.9,10000
72750304909,6/18/2012,2012,45.55944,-93.265,288,"CAMBRIDGE MUNICIPAL AIRPORT, MN US",73,24,60.3,24,9999.9,0,964,24,9.5,24,5.6,24,14,42,87.8,*,64.4,*,99.99, ,999.9,10010
